,TranslatedIngredients
4944,"Carrots (Gajjar),Sweet Potato,Onion,Tomato,inch Ginger,cloves Garlic,Green Chilli,teaspoon Fennel seeds (Saunf),teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),teaspoon Garam masala powder,sprig Coriander (Dhania) Leaves,Salt,Sunflower Oil"
4945,"Whole Wheat Brown Bread,/ cup Avocado,/ cup Potato (Aloo),/ cup Paneer (Homemade Cottage Cheese),Cucumber,Onion,Tomato,/ cup Cabbage (Patta Gobi/ Muttaikose),Salt,/ tablespoon Black pepper powder,Green Chutney (Coriander & Mint)"
4946,"grams Tofu,Onion,cloves Garlic,Thai Red chilli (Birds Eye Chilli),Thai basil leaves,Salt,/ teaspoon Light soy sauce,/ teaspoon Dark soy sauce,/ cup Shiitake mushrooms,/ teaspoon Sugar,tablespoons Sesame (Gingelly) Oil,tablespoon Sunflower Oil,/ cup Jasmine Rice,cups Water,Roasted Peanuts (Moongphali)"
4947,"cups All Purpose Flour (Maida),cups Sugar,/ cup Butter (unsalted),/ cup Milk,Whole Egg,teaspoon Baking powder,pinch Salt,cups Blueberries,tablespoon All Purpose Flour (Maida),/ teaspoon Cinnamon Powder (Dalchini),/ cup Sugar,/ cup Butter,/ cup Icing Sugar,/ teaspoon Vanilla Extract,/ cup Milk"
4949,"cups Rice,Onion,Tomato,teaspoon Cumin seeds (Jeera),sprig Curry leaves,Green Chillies,Salt,Ghee,teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,/ Lemon,Few sprig Coriander (Dhania) Leaves"
4951,"Chicken breasts,Tablespoon Dark soy sauce,Tablespoon Corn flour,Tablespoon Whole Wheat Flour,Tablespoon Ginger Garlic Paste,Whole Egg,Inch Ginger,Tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),Tablespoon White vinegar,Tablespoon Roasted tomato pasta sauce,Tablespoon Red Chilli sauce,Green Chillies,teaspoon Black pepper powder,Spring Onion (Bulb & Greens),Onion,/ Tablespoon Dark soy sauce,Salt,Yellow Bell Pepper (Capsicum),Red Bell pepper (Capsicum),Carrot (Gajjar),/ cup Broccoli,Green beans (French Beans),Extra Virgin Olive Oil,teaspoon Black pepper powder,Salt,grams Hakka Noodles,Tablespoon Dark soy sauce,Tablespoon Light soy sauce,Spring Onion Greens,Tablespoon White vinegar,Green Chillies,teaspoon Black pepper powder,Salt,teaspoons Sunflower Oil,Spring Onion Greens,teaspoons Sesame seeds (Til seeds)"
4952,"/ cup Gram flour (besan),/ cup Rice flour,/ cup Green Bell Pepper (Capsicum),Onion,Carrot (Gajjar),teaspoon Ajwain (Carom seeds),Salt,/ teaspoon Enos fruit salt,teaspoon Red Chilli powder,Sunflower Oil,Chaat Masala Powder"
4953,"/ cup gram flour,onions,cloves garlic,green chili,sprig green coriander,teaspoon mustard,/ teaspoon cumin seeds,teaspoon red chilli powder,oil,salt,cup of water"
4954,"grams pasta,cup mint,cup coriander,green chillies,cloves garlic,tbsp olive oil,tbsp lemon juice,salt,black pepper powder - Taste,Parseley,green onion"
4955,"cup Whole Wheat Flour,cup Water,cup Caster Sugar,tablespoon Lemon juice,tablespoon Sunflower Oil,Turmeric powder (Haldi),/ teaspoon Baking powder,/ teaspoon Baking soda,Raisins"
4956,"cup Sugar,/ cup Water,Saffron strands,/ teaspoon Cardamom Powder (Elaichi),/ cup Fresh Jasmine Buds,teaspoon Milk"
4957,"grams suran,onion,green chillies,tsp ginger,tsp garlic,sprig curry leaves,/ teaspoon cumin seeds,/ tsp turmeric powder,tsp coriander powder,/ tsp cumin powder,/ tsp red chilli powder,/ tsp garam masala powder,salt,tsp oil,/ tsp black pepper powder"
4958,"cup Rice,teaspoon Sunflower Oil,pinch Salt,Water,/ cup Chana dal (Bengal Gram Dal),Green Chillies,inch Ginger,cloves Garlic,/ teaspoon Cumin seeds (Jeera),/ teaspoon Whole Black Peppercorns,/ teaspoon Ajwain (Carom seeds),teaspoon Sunflower Oil,Salt,Coriander (Dhania) Leaves,teaspoon Sunflower Oil"
4959,"cups Cooked rice,tablespoon Sesame (Gingelly) Oil,cloves Garlic,inch Ginger,/ cup Spring Onion (Bulb & Greens),Salt,teaspoon Black pepper powder,teaspoons Sprig Ginger Teriyaki Sauce,/ teaspoon Lemon juice"
4960,"/ kg Lemons,cup Sugar,Salt,tablespoons Red Chilli powder"
4961,"cup Walnuts,cup Condensed Milk,/ teaspoon Cardamom Powder (Elaichi)"
4962,"Potatoes (Aloo),/ teaspoon Asafoetida (hing),/ teaspoon Mustard seeds,/ teaspoon Cumin seeds (Jeera),/ teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,sprig Curry leaves,tablespoons Sesame (Gingelly) Oil,Salt"
4963,"carrots,/ teaspoon mustard,/ teaspoon white urad dal (split),red chili,curry leaves,/ teaspoon turmeric powder,/ teaspoon asafoetida,/ cup coconut,teaspoon oil,salt"
4964,"grams Parwal,potatoes,onion,tomato,tablespoons mustard oil,/ teaspoon kalonji seeds,/ teaspoon turmeric powder,/ teaspoon dry mango powder,salt,teaspoon coriander seeds,/ teaspoon cumin seeds,/ teaspoon mustard,/ teaspoon fennel seeds,/ teaspoon Kalonji seeds,/ teaspoon fenugreek seeds,dry red chillies"
4965,"gm amla,water,/ tsp cumin seeds,/ tsp fennel seeds,/ tsp celery,asafoetida,green chillies - finely chopped Inch ginger,cloves garlic,onions,tomatoes,salt,/ tsp turmeric powder,grams fenugreek,tsp garam masala powder,tsp coriander powder,tsp cumin powder,sprig of green coriander"
4966,"tablespoons olive oil,tablespoons lemon juice,salt,black pepper powder,cup lettuce,tomatoes,cucumber,red onion,/ cup olive,grams of Feta cheese,sprig parcels,salt,pepper powder,sprig parcels,salt,Black pepper powder"
4967,"cup yellow moong dal,cabbage,tsp turmeric powder,green chillies,tbsp cumin powder,onion,salt,tomatoes,tbsp oil,tsp ginger,tbsp coriander,tsp garam masala powder"
4968,"Stalks Rasna,/ teaspoon Black pepper powder,/ teaspoon Cumin powder (Jeera),teaspoon Honey,cups Water"
4969,"/ cup All Purpose Flour (Maida),tablespoons Cocoa Powder,teaspoon Baking powder,tablespoons Caster Sugar,tablespoon Milk,tablespoons Sunflower Oil,teaspoons Vanilla Extract,/ cup Pistachios,/ cup Chocolate chips"
4970,"grams Prawns,cup Chana dal (Bengal Gram Dal),Carrot (Gajjar),/ cup Cauliflower (gobi),Tomato,tablespoons Fresh coconut,/ cup Coconut milk,teaspoon Garam masala powder,teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,teaspoon Sugar,tablespoon Mustard oil,teaspoon Ghee,Salt,Bay leaves (tej patta),inch Cinnamon Stick (Dalchini),Cloves (Laung),Cardamom (Elaichi) Pods/Seeds,Dry Red Chillies,teaspoon Cumin seeds (Jeera),Asafoetida (hing)"
4971,"/ cup White Urad Dal (Whole),teaspoons Methi Seeds (Fenugreek Seeds),cups Idli Rice,teaspoons Salt,grams Hakka Noodles,Onions,cloves Garlic,inch Ginger,Green Chillies,Green Bell Pepper (Capsicum),Carrot (Gajjar),cup Cabbage (Patta Gobi/ Muttaikose),tablespoons Schezwan sauce,tablespoon Soy sauce,tablespoons Tomato Ketchup,tablespoon Red Chilli sauce,tablespoon Sesame (Gingelly) Oil,Salt,Stalk Spring Onion Greens,Ghee"
4972,"cup Feta Cheese,sprig Basil leaves,cup Rajma (Large Kidney Beans),Lemon juice,tablespoon Extra Virgin Olive Oil,teaspoon Rosemary,teaspoon Dried oregano,Salt and Pepper"
4973,"cups Spring Onion (Bulb & Greens),/ cup Gram flour (besan),Green Chilli,/ teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,teaspoon Mustard seeds,pinch Asafoetida (hing),teaspoons Sunflower Oil,Salt"
4974,"Mango (Ripe),/ cup Jaggery,Green Chillies,teaspoon Ghee,Dry Red Chillies,/ teaspoon White Urad Dal (Split),/ teaspoon Mustard seeds,pinch Asafoetida (hing)"
4975,"cup Rice,Onion,cloves Garlic,Red Bell pepper (Capsicum),Green Bell Pepper (Capsicum),Yellow Bell Pepper (Capsicum),/ cup Button mushrooms,tablespoon Extra Virgin Olive Oil,/ teaspoon Turmeric powder (Haldi),/ cup Homemade tomato puree,/ cups Vegetable stock,pinch Saffron strands,teaspoon Paprika powder,/ teaspoon Whole Black Peppercorns,Salt,Black olives,Parsley leaves,Lemon wedges"
4976,"cup Cooked rice,/ cup Milk,/ teaspoon Cinnamon Powder (Dalchini),/ teaspoon Dry ginger powder,/ teaspoon Nutmeg powder,teaspoon Salt,tablespoon Honey,Mixed fruits,Mixed nuts"
4977,"grams Boneless chicken,/ cup Curd (Dahi / Yogurt),teaspoon Ginger Garlic Paste,/ teaspoon Turmeric powder (Haldi),/ teaspoon Garam masala powder,teaspoon Kashmiri Red Chilli Powder,teaspoon Salt,tablespoon Butter,teaspoon Red Chilli powder,teaspoon Coriander Powder (Dhania),/ teaspoon Garam masala powder,cup Homemade tomato puree,teaspoon Honey,/ cup Fresh cream,tablespoon Kasuri Methi (Dried Fenugreek Leaves),Salt,/ cup Fresh cream,tablespoon Kasuri Methi (Dried Fenugreek Leaves),Salt"
4978,"Brinjal (Baingan / Eggplant),cup Homemade tomato puree,/ teaspoon Turmeric powder (Haldi),teaspoon Coriander Powder (Dhania),/ teaspoon Garam masala powder,Bay leaf (tej patta),teaspoon Red Chilli powder,tablespoon Fresh cream,tablespoon Raisins,Coriander (Dhania) Leaves,Salt,Sunflower Oil,Onion,cloves Garlic,inch Ginger"
4980,"Kachri (Wild cucumber),cloves Garlic,Dry Red Chillies,tablespoon Cumin seeds (Jeera),Salt,tablespoons Curd (Dahi / Yogurt),teaspoon Ghee"
4981,"grams Kaddu (Parangikai/ Pumpkin),Onion,/ teaspoon Turmeric powder (Haldi),/ teaspoon Coriander Powder (Dhania),Salt,Water,Onion,/ cup Fresh coconut,tablespoon Ajwain (Carom seeds),/ teaspoon Mustard seeds,tablespoon Coriander (Dhania) Seeds,grams Tamarind,Dry Red Chillies"
4982,"grams Carrots (Gajjar),Whole Eggs,ml Canola Oil,grams Sugar,teaspoons Vanilla Extract,grams Vivatta Maida,teaspoon Baking soda,teaspoons Baking powder,/ teaspoon Salt,grams Pistachios,teaspoons Cinnamon Powder (Dalchini),grams Fresh coconut"
4983,"Guava,cups Sugar,tablespoon Lemon juice,Salt"
4985,"grams Sesame seeds (Til seeds),/ cup Extra Virgin Olive Oil"
4986,"grams cabbage,tomatoes,teaspoon turmeric powder,teaspoon coriander powder,salt,red chili powder,teaspoon oil,/ teaspoon Rye,/ teaspoon Cumin seeds,sprig Coriander"
4987,"cups Whole Wheat Flour,All Purpose Flour (Maida) - All,Salt,cup Black Eyed Beans (Lobia),/ teaspoon Red Chilli powder,/ teaspoon Garam masala powder,/ teaspoon Cumin seeds (Jeera),Salt,Sunflower Oil"
4988,"grams Rice Noodles (Flat),grams Chicken breasts,Onion,Carrot (Gajjar),Red Bell pepper (Capsicum),Yellow Bell Pepper (Capsicum),Green Bell Pepper (Capsicum),cloves Garlic,inch Ginger,tablespoon Soy sauce,tablespoon Fish sauce,tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),tablespoons Brown Sugar (Demerara Sugar),tablespoons Peanut Butter,tablespoon Lemon juice,/ cup Roasted Peanuts (Moongphali),tablespoon Red Chilli flakes,Salt"
4989,"grams Green beans (French Beans),tablespoon Gingelly oil,teaspoon Mustard seeds,teaspoon White Urad Dal (Split),sprig Curry leaves,/ teaspoon Asafoetida (hing),cup Arhar dal (Split Toor Dal),Dry Red Chillies,Salt,/ teaspoon Turmeric powder (Haldi)"
4990,"tablespoon Gingelly oil,/ teaspoon Mustard seeds,sprig Curry leaves,grams Bhindi/Okra/Vendaikkai,tablespoon Idli Dosa Podi (Milagai Powder),/ teaspoon Turmeric powder (Haldi),teaspoon Sambar Powder,Salt,/ cup Fresh coconut"
4991,"cup Basmati rice,cloves Garlic,inch Ginger,Whole Eggs,Green beans (French Beans),Carrot (Gajjar),/ cup Spring Onion (Bulb & Greens),/ teaspoon Vinegar,/ teaspoon Soy sauce,Salt"
4992,"cup radish,tsp sesame oil,tsp black urad dal (split),tsp rye,/ cup curry leaves"
4993,"cup Kala Chana (Brown Chickpeas),Salt,tablespoon Ghee,/ teaspoon Cumin seeds (Jeera),teaspoon Amchur (Dry Mango Powder),teaspoon Chaat Masala Powder,teaspoon Red Chilli powder,teaspoon Cumin powder (Jeera)"
4994,"cup chana dal,cup fenugreek,/ tsp asafoetida,onion,tomato,tsp green coriander,tsp turmeric powder,tsp red Chili powder,salt,tbsp ghee,tsp cumin seeds,dry red chillies"
4995,"Burger buns,tablespoons Butter,Onion,tablespoons Sour cream,tablespoons Tomato Salsa,Chicken breasts,cloves Garlic,Onion,/ cup Cheese,/ cup Coriander (Dhania) Leaves,tablespoons Pickled Jalapenos,Salt,tablespoons Tomato Salsa,teaspoon Cumin powder (Jeera),Salt,Whole Egg,/ teaspoon Black pepper powder"
4996,"cup Basmati rice,/ cup Green peas (Matar),cup Cauliflower (gobi),Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),tablespoon Garam masala powder,tablespoons Red Chilli powder,/ cup Hung Curd (Greek Yogurt),sprig Coriander (Dhania) Leaves,grams Paneer (Homemade Cottage Cheese),Potato (Aloo),teaspoon Garam masala powder,Salt,Sunflower Oil"
4997,"cup Badi (wadi),cups Bottle gourd (lauki),cup Chana dal (Bengal Gram Dal),Onion,Tomatoes,/ inch Ginger,Green Chillies,teaspoon Cumin (Jeera) seeds,/ teaspoon Coriander seeds,pinch Asafoetida (hing),/ teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),/ teaspoon Garam masala powder,Salt,Water,Coriander (Dhania) Leaves"
4998,"cup Kabuli Chana (White Chickpeas),Onion,Tomatoes,Green Chilli,inch Ginger,cloves Garlic,Salt,Tea bags,Cardamom (Elaichi) Pods/Seeds,inch Cinnamon Stick (Dalchini),teaspoon Anardana Powder (Pomegranate Seed Powder),teaspoon Coriander Powder (Dhania),teaspoon Red Chilli powder,teaspoon Garam masala powder,/ tablespoon Lemon juice,Sunflower Oil"
5000,"cup black urad dal,/ cup rajma,teaspoon cumin seeds,teaspoon Kashmiri red chilli powder,/  cup tomato puree,tablespoons cream,tablespoons butter,cup milk,small Spoon garam masala powder,/ teaspoon cardamom powder,teaspoon Kasuri Methi"
5001,"cup Rice flour,cups Water,Salt,Sunflower Oil"
5003,"/ cup Bajra Flour ( Pearl Millet),cup Buttermilk,Cumin seeds (Jeera),Salt"
5004,"cups Rice,cup Cooked rice,cup Fresh coconut,teaspoon Active dry yeast,tablespoons Sugar,Salt,Whole Eggs"
5005,"cup Broken Wheat (Dalia/ Godumai Rava),tablespoon Extra Virgin Olive Oil,Salt,tablespoons Cranberries,teaspoon Whole Black Pepper Corns,tablespoons Pistachios,tablespoon Lemon juice,sprig Mint Leaves (Pudina)"
5006,"cups Whole Wheat Brown Bread,Whole Eggs,cup Caster Sugar,teaspoon Vanilla Extract,/ teaspoon Cinnamon Powder (Dalchini),/ cup Butter,cups Milk,tablespoon Rum,/ cup Walnuts,Apples,Dry Fruits"
5007,"tablespoons Green Moong Dal (Whole),tablespoons Pink Masoor Dal (Split),tablespoons Arhar dal (Split Toor Dal),tablespoons White Urad Dal (Split),tablespoons Chana dal (Bengal Gram Dal),/ teaspoon Turmeric powder (Haldi),Sunflower Oil,teaspoon Mustard seeds,Dry Red Chillies,Bay leaf (tej patta),teaspoon Lemon juice,tablespoon Coriander (Dhania) Leaves,Salt,/ cup Dry coconut (kopra),/ cup Onions,tablespoon Coriander Powder (Dhania),Cumin powder (Jeera),Kashmiri dry red chillies,Cloves (Laung),Cardamom (Elaichi) Pods/Seeds,inch Cinnamon Stick (Dalchini),Whole Black Peppercorns,cloves Garlic"
5008,"cup Black beans,/ Onion,Tomato,/ cup Green Bell Pepper (Capsicum),/ cup Red Bell pepper (Capsicum),/ cup Coriander (Dhania) Leaves,Pickled Jalapenos,/ cup Sweet corn,Sweet Potatoes,Extra Virgin Olive Oil,Red Chilli sauce,teaspoon Red Chilli powder,/ teaspoon Cumin seeds (Jeera),/ teaspoon Dried oregano,teaspoon Sugar,Black pepper powder,clove Garlic,tablespoon Apple cider vinegar,teaspoons Red wine,tablespoon Extra Virgin Olive Oil,Salt,/ cup Cashew nuts,teaspoon Apple cider vinegar,teaspoon Lemon juice,teaspoon Lemon zest,tablespoon Water,Salt"
5009,"cup Arhar dal (Split Toor Dal),/ cup White Urad Dal (Split),Tomato,inch Ginger,cloves Garlic,teaspoon Turmeric powder (Haldi),pinch Asafoetida (hing),/ inch Ginger,cloves Garlic,teaspoon Cumin seeds (Jeera),Green Chilli,teaspoon Mustard oil"
5010,"cup rice,teaspoons cumin seeds,tablespoons ghee,salt"
5011,"cup Gram flour (besan),/ cup Tomatoes,Green Chilli,/ teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,pinch Asafoetida (hing),/ teaspoon Amchur (Dry Mango Powder),Salt,cup Water,Sunflower Oil,cup Jaggery,cup Whole Wheat Flour,/ cup Water,Sunflower Oil,Roasted tomato pasta sauce,Green Chutney (Coriander & Mint),Coriander (Dhania) Leaves"
5012,"tablespoons Brown Sugar (Demerara Sugar),/ cup Water,tablespoon Soy sauce,tablespoon Chilli vinegar,/ teaspoon Paprika powder,tablespoon Spring Onion Greens,teaspoon Sriracha sauce,Salt"
5013,"/ cup Beetroot,/ cup Coriander (Dhania) Leaves,/ cup Tomato,Green Chillies,tablespoon Lemon juice,Water,Salt"
5014,"Cauliflower (gobi),Whole Egg,Salt,teaspoon Black pepper powder"
5015,"tablespoons Roasted Peanuts (Moongphali),Spring Onion Greens,cloves Garlic,teaspoon Tamarind Paste,Dry Red Chillies,inch Galangal,Stalk Lemon Grass,/ teaspoon Coriander (Dhania) Seeds,/ teaspoon Cumin seeds (Jeera),Cloves (Laung),Bay leaf (tej patta),Cardamom (Elaichi) Pods/Seeds,/ inch Cinnamon Stick (Dalchini),ml Coconut milk,grams Tofu,Broccoli,Carrot (Gajjar),teaspoons Palm sugar,Salt"
5016,"cups Mango Pulp (Puree),cup Fresh cream,/ cup Caster Sugar,tablespoons Gelatin"
5017,"Carrot (Gajjar),Potato (Aloo),/ Green peas (Matar),teaspoon Mustard seeds,teaspoon Cumin seeds (Jeera),teaspoon Turmeric powder (Haldi),teaspoon Jaggery,Salt,tablespoon Sesame seeds (Til seeds),sprig Coriander (Dhania) Leaves,cloves Garlic,inch Ginger"
5018,"eggs,oil,tablespoons Bengal gram lentils,dry red chillies,inch ginger,cloves garlic,tbsp whole black pepper,salt"
5020,"cups Whole Wheat Flour,teaspoon Baking powder,/ teaspoon Baking soda,/ cup Extra Virgin Olive Oil,cup Brown Sugar (Demerara Sugar),/ cup Hung Curd (Greek Yogurt),cup Water,teaspoon Cinnamon Powder (Dalchini),tablespoon Vanilla Extract,/ cup Walnuts,Cinnamon Powder (Dalchini),Icing Sugar,tablespoon Cocoa Powder,tablespoon Butter (unsalted),tablespoon Sugar,tablespoon Milk"
5021,"grams Lamb,Onions,teaspoon Garlic,teaspoon Dry ginger powder,Cardamom (Elaichi) Pods/Seeds,Black cardamom (Badi Elaichi),inch Cinnamon Stick (Dalchini),Cloves (Laung),teaspoon Cumin seeds (Jeera),teaspoon Garam masala powder,cup Curd (Dahi / Yogurt),Kashmiri dry red chillies,tablespoon Ghee,Salt,Water,tablespoon Mint Leaves (Pudina)"
5022,"/ cup Semiya (Vermicelli),cup Curd (Dahi / Yogurt),teaspoon Mustard seeds,/ teaspoon White Urad Dal (Split),pinch Asafoetida (hing),sprig Curry leaves,teaspoon Sunflower Oil,Raw Peanuts (Moongphali),sprig Curry leaves,teaspoon Sunflower Oil,to  Cashew nuts"
5023,"cup Curd (Dahi / Yogurt),teaspoon Gram flour (besan),cups Water,Salt,Karela (Bitter Gourd/ Pavakkai),/ teaspoon Cumin seeds (Jeera),/ teaspoon Mustard seeds,sprig Curry leaves,/ Onion,Green Chillies,/ inch Ginger"
5024,"grams Boneless chicken,Lemon,Green Chillies,sprig Coriander (Dhania) Leaves,tablespoons Ginger Garlic Paste,Whole Black Peppercorns,Star anise,Cloves (Laung),teaspoon Red Chilli powder,Salt,/ teaspoon Turmeric powder (Haldi),Banana leaf,Cotton threads,Sunflower Oil"
5025,"tablespoons Coriander (Dhania) Seeds,tablespoon Mustard seeds,tablespoon Methi Seeds (Fenugreek Seeds),/ tablespoon Asafoetida (hing),Karela (Bitter Gourd/ Pavakkai),/ cup Jaggery,grams Tamarind,Salt,tablespoons Coconut Oil,teaspoons Mustard seeds,sprig Curry leaves"
5026,"cup Mango (Ripe),inch Ginger,/ cup Mint Leaves (Pudina),Green Chillies,tablespoons Lemon juice,Lemon,ml Aerated water (Soda Water),Salt,Ice cubes"
5027,"grams Button mushroom,onion,tomatoes,capsicum (green),green chillies,/ inch ginger,long garlic,green coriander,/ teaspoon fenugreek seeds,/ teaspoon turmeric powder,teaspoon red chilli powder,teaspoon coriander powder,teaspoon coriander powder,bay leaves,long,whole black peppers,Cinnamon,tablespoons oil,salt,water"
5028,"grams fenugreek,salt,cup tur dal,dry red chillies,/ teaspoon asafoetida,/ teaspoon turmeric powder,/ teaspoon mustard,curry leaves,sesame seeds Oil"
5029,"Whole Wheat Brown Bread,tablespoon Britannia Cheese Spread,tablespoon Chocolate Bar,tablespoon Britannia Cheese Block"
5030,"Colocasia root (Arbi),Phool Makhana (Lotus Seeds),Tomato,Green Chillies,inch Ginger,Sunflower Oil,teaspoon Cumin seeds (Jeera),pinch Asafoetida (hing),teaspoon Red Chilli powder,teaspoon Coriander Powder (Dhania),/ teaspoon Cumin powder (Jeera),/ teaspoon Turmeric powder (Haldi),/ teaspoon Garam masala powder,/ teaspoon Kasuri Methi (Dried Fenugreek Leaves),Salt,Coriander (Dhania) Leaves"
5031,"/ cup Coriander (Dhania) Leaves,/ cup Fresh coconut,Green Chilli,teaspoon Cumin seeds (Jeera),liter Coconut milk,/ teaspoon Turmeric powder (Haldi),teaspoon Rice flour,Salt,tablespoon Sunflower Oil"
5032,"/ cup All Purpose Flour (Maida),/ cup Whole Wheat Flour,/ teaspoon Sugar,pinch Salt,/ cup Extra Virgin Olive Oil,Green Bell Pepper (Capsicum),Red Bell pepper (Capsicum),Yellow Bell Pepper (Capsicum),Brinjal (Baingan / Eggplant),Onion,Green zucchini,Pickled Jalapenos,Button mushrooms,Corn Cob,tablespoon Extra Virgin Olive Oil,Salt and Pepper,tablespoon Red Chilli powder,/ tablespoon Cumin powder (Jeera),/ tablespoon Coriander Powder (Dhania),/ cup Barbeque sauce,/ cup Goat Cheese,Whole Egg,Coriander (Dhania) Leaves"
5033,"cup Tamarind Water,Tomato,Green Chilli,tablespoon Red Chilli powder,inch Ginger,Salt,teaspoon Mustard seeds,sprig Curry leaves,tablespoon Sunflower Oil"
5035,"cups Whole Wheat Flour,/ cup Curd (Dahi / Yogurt),Onions,Green Chilli,Coriander (Dhania) Leaves,sprig Curry leaves,Salt,teaspoons Sesame (Gingelly) Oil"
5037,"/ cup Avarekai (Broad Beans),/ cup White Urad Dal (Whole),Onion,tablespoon Ginger,Green Chillies,Salt,/ cup Cashew nuts,/ cup Raisins,cup Curd (Dahi / Yogurt),cup Water,teaspoon Red Chilli powder,/ teaspoon Cumin powder (Jeera),Green Chillies,/ cup Carrot (Gajjar),/ cup Coriander (Dhania) Leaves,Salt"
5038,"Onion,cloves Garlic,teaspoon Sunflower Oil,/ teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,/ teaspoon Coriander Powder (Dhania),/ teaspoon Garam masala powder,Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),/ cup Curd (Dahi / Yogurt),/ cup Water,Salt,teaspoons Gram flour (besan),/ inch Ginger,Green Chilli,cup Phool Makhana (Lotus Seeds),/ teaspoon Ghee,/ teaspoon Chaat Masala Powder,/ teaspoon Cumin powder (Jeera),teaspoon Tandoori masala,/ teaspoon Red Chilli powder,/ teaspoon Lemon juice"
5039,"Carrots (Gajjar),Onion,Potato (Aloo),Celery,inch Ginger,teaspoon Coriander Powder (Dhania),teaspoons Whole Black Peppercorns,cups Vegetable stock,teaspoons Extra Virgin Olive Oil,Lemon wedges"
5040,"/ cup Jowar Flour (Sorghum),cup Water,teaspoon Lemon juice,Salt,tablespoon Sunflower Oil,teaspoon Mustard seeds,/ teaspoon Black Urad Dal (Split),Green Chillies,Onion,sprig Curry leaves"
5041,"grams Ash gourd,drumsticks,carrots,green beans,raw banana,potatoes,grams Yam,/  cup coconut,green chillies,sprig curry leaves,teaspoon cumin seeds,tablespoon coconut oil,salt"
5042,"cups poha,/ cup peanuts,/ cup roasted chana dal,/ cup boondi,teaspoons red chili powder,curry leaves,dry coconut,salt"
5043,"/ cup Jamun (black plum),cups Curd (Dahi / Yogurt),/ cup Milk,Honey,Crushed ice"
5044,"Homemade Whole Wheat Khakras,/ cup Green Chutney (Coriander & Mint),/ cup Sweet Chutney (Date & Tamarind),/ cup Sev,/ cup Green Moong Sprouts,/ cup Onion,/ cup Tomato,/ cup Cucumber,/ teaspoon Chaat Masala Powder,/ teaspoon Red Chilli powder,/ teaspoon Cumin powder (Jeera),Coriander (Dhania) Leaves"
5045,"/ cup Sweet Potato,Avocado,Whole Eggs,/ cup Honey,tablespoons Coconut Oil,tablespoons Coconut flour,/ cup Cocoa Powder,teaspoon Baking soda,/ teaspoon Sea salt,/ cup Chocolate chips,/ cup Walnuts"
5046,"cup Jowar Flour (Sorghum),cup Methi Leaves (Fenugreek Leaves),teaspoon Salt,teaspoons Sunflower Oil,cup Water,teaspoon Ghee"
5047,"Pizza base - homemade or store,tablespoons Fresh cream,tablespoons Homemade Pizza And Pasta Sauce,grams Mozzarella cheese,/ cup Milk,/ cup Cabbage (Patta Gobi/ Muttaikose),/ cup Onion,/ cup Baby corn,tablespoons Del Monte Black Olives,/ cup Carrot (Gajjar) - sliced to,/ cup Green Bell Pepper (Capsicum),/ cup Sweet corn,Pickled Jalapenos,/ cup Tomato,Salt,teaspoon Black pepper powder,/ teaspoon Dried oregano,teaspoon Red Chilli flakes,tablespoon Extra Virgin Olive Oil"
5048,"cups All Purpose Flour (Maida),cups Whole Wheat Flour,/ cup Milk Powder,tablespoons Extra Virgin Olive Oil,Potato (Aloo),tablespoon Honey,Salt,teaspoons Active dry yeast,cup Lukewarm Water,tablespoon Sesame seeds (Til seeds),/ cup Walnuts,Fennel Leaves,gram Cheddar cheese,/ cup Extra Virgin Olive Oil,,Lemon juice,Lemon zest,Salt and Pepper"
5049,"Whole Eggs,Onion,Tomato,tablespoons Cheese,Green Chillies,Coriander (Dhania) Leaves,Salt,teaspoon Sunflower Oil,Pav buns,teaspoons Green Chutney (Coriander & Mint),teaspoon Tomato Ketchup,teaspoons Butter"
5050,"Turmeric leaves,/ cup Fresh coconut,/ cup Jaggery,/ teaspoon Cardamom Powder (Elaichi),/ cup Instant Oats (Oatmeal),tablespoon Ragi Flour (Finger Millet/ Nagli),pinch Salt,/ cup Dry Fruits,/ cup Rice flour,/ cup Jowar Flour (Sorghum),Salt"
5051,"cup Kaddu (Parangikai/ Pumpkin),/ cup Spinach Leaves (Palak),Whole Wheat Flour Tortilla,/ tablespoon Extra Virgin Olive Oil,/ teaspoon Black pepper powder,/ teaspoon Paprika powder,/ cup Mozzarella cheese,/ teaspoon Salt"
5052,"cups Conchiglie Pasta,English Cucumber,  Cherry tomatoes,Red onion,Few sprig Basil leaves,Few sprig Purple Basil,Salt and Pepper,tablespoon Extra Virgin Olive Oil,tablespoons Apple cider vinegar,Lemon zest,Lemon juice,teaspoon Sugar,Few sprig Parsley leaves,cloves Garlic"
