,TranslatedIngredients
5130,"s watermelon,carrot (gajjar),green bell pepper (capsicum),homemade tomato puree,ajwain (carom seeds),turmeric powder (haldi),cumin powder (jeera),red chilli powder,dry red chillies,spricoriander (dhania) leaves,salt"
5131,"s rice,cardamom (elaichi) pods/seeds,bay leaf (tej patta),inch cinnamon stick (dalchini),cloves (laung),hee,milk,kala chana (brown chickpeas),carrot (gajjar),reen beans (french beans),onion,clovesarlic,inchinger,tomatoes,green chilli,red chilli powder,turmeric powder (haldi),cumin powder (jeera),coriander powder (dhania),aram masala powder,curd (dahi / yogurt),salt,sunflower oil,coriander (dhania) leaves,milk,saffron strands,wheat berries/ whole wheat"
5132,"spricoriander (dhania) leaves,ram flour (besan),potato (aloo),turmeric powder (haldi),salt,sesame (gingelly) oil,mustard seeds,green chillies,cumin seeds (jeera),asafoetida (hing)"
5133,"corn meal,milk,s water,whole black peppercorns,bay leaf (tej patta),butter,salt,button mushrooms,onion,clovesarlic,parsley leaves,whole black peppercorns,all purpose flour (maida),vegetable stock,extra virgin olive oil,salt,parmesan cheese"
5134,"bok choy,apple,carrot (gajjar),onion,sesame seeds (til seeds),peanut butter,dijon mustard,red chilli sauce,vinegar,extra virgin olive oil,salt,whole black peppercorns"
5136,"potatoes (aloo),stone flower,star anise,inch cinnamon stick (dalchini),cardamom (elaichi) pods/seeds,fennel seeds (saunf),onion,tomato,clovesarlic,inchinger,spricoriander (dhania) leaves,sprimint leaves (pudina),green chilli,red chilli powder,coriander powder (dhania),turmeric powder (haldi),aram masala powder,salt,fresh coconut,poppy seeds"
5137,"broccoli,tofu,sunflower oil,soy sauce,coconut milk,vegetable stock,salt,lemon wedges,lemongrass,thai basil leaves,inchalangal,kaffir lime leaves,shallots,spricoriander (dhania) leaves,garlic"
5138,"baguette,cherry tomatoes,clovesarlic,extra virgin olive oil,sprifresh thyme leaves,ricotta cheese,whole black peppercorns,sea salt,chilli oil,basil leaves"
5139,"s basmati rice,cumin seeds (jeera),turmeric powder (haldi),bay leaf (tej patta),cloves (laung),black cardamom (badi elaichi),inch cinnamon stick (dalchini),ingerarlic paste,green chillies,onion,tomato,reen peas (matar),salt,sunflower oil,lemon juice"
5141,"mutton,curd (dahi / yogurt),onion,inger,arlic,salt,bay leaves (tej patta),dry red chillies,whole black peppercorns,inch cinnamon stick (dalchini),cloves (laung),cardamom (elaichi) pods/seeds,hee,onion,poppy seeds,cashew nuts,melon seeds,nutmepowder,mace (javitri),sugar,salt,hee"
5142,"kala chana (brown chickpeas),pearl onions (sambar onions),sambar powder,turmeric powder (haldi),jaggery,tamarind water,homemade tomato puree,mustard seeds,methi seeds (fenugreek seeds),spricurry leaves,salt,sesame (gingelly) oil"
5143,"jowar flour (sorghum),bajra flour ( pearl millet),clovesarlic,black pepper powder,salt,water"
5144,"karela (bitterourd/ pavakkai),rice flour,ram flour (besan),corn flour,coriander powder (dhania),cumin powder (jeera),fennel seeds (saunf),mango (raw),red chilli powder,turmeric powder (haldi),salt,sunflower oil"
5145,"dry coconut (kopra),green chillies,roastedram dal (pottukadalai),tender coconut water,rock salt,coconut oil,mustard seeds,white urad dal (split),curry leaves,kashmiri dry red chilli"
5146,"all purpose flour (maida),orange zest (rind),tutti frutti,cranberries,fresh orange juice,gram butter (unsalted),whole eggs,caster sugar,vanilla extract,bakinpowder,salt"
5147,"fresh pomegranate fruit kernels,lemon juice,mint leaves (pudina),black salt (kala namak),aerated water (soda water),sugar,ice cubes"
5148,"carrot (gajjar),reen beans (french beans),baby corn,button mushrooms,butter,dried oregano,red chilli flakes,salt and pepper,lemon juice"
5149,"brinjal (baingan / eggplant),feta cheese,homemade marinara sauce,dried oregano,arlic,basil leaves,tomato,red radish,extra virgin olive oil,balsamic vinegar,black olives,sea salt"
5150,"colocasia root (arbi),cardamom (elaichi) pods/seeds,cloves (laung),coriander powder (dhania),red chilli powder,aram masala powder,turmeric powder (haldi),fresh cream,curd (dahi / yogurt),salt,ghee,onion,poppy seeds,cashew nuts,inchinger,clovesarlic"
5151,"chicken breasts,onion,ingerarlic paste,tomatoes,green chillies,sunflower oil,cardamom (elaichi) pods/seeds,cloves (laung),bay leaf (tej patta),inch cinnamon stick (dalchini),black cardamom (badi elaichi),cumin powder (jeera),coriander powder (dhania),kashmiri red chilli powder,turmeric powder (haldi),aram masala powder,salt,sugar,cashew nuts,curd (dahi / yogurt),fresh cream,butter,kasuri methi (dried fenugreek leaves),kewra essence,coriander (dhania) leaves,whole egg"
5152,"s homemade tomato puree,clovesarlic,extra virgin olive oil,basil leaves,spaghetti pasta,red chilli flakes,salt,whole black peppercorns,parmesan cheese"
5153,"kabuli chana (white chickpeas),black eyed beans (lobia),kala chana (brown chickpeas),carrot (gajjar),green bell pepper (capsicum),potato (aloo),onion,whole wheat brown bread,mint leaves (pudina),clovesarlic,lemon,salt,turmeric powder (haldi),cumin powder (jeera),chaat masala powder,red chilli powder,sunflower oil"
5154,"turkey berry,broken wheat (dalia/odumai rava),s water,onion,turmeric powder (haldi),dry red chillies,inchinger,asafoetida (hing),mustard seeds,cumin seeds (jeera),chana dal (bengalram dal),raw peanuts (moongphali),methi seeds (fenugreek seeds),spricurry leaves,spricoriander (dhania) leaves,salt,sunflower oil"
5155,"avarekalu / lilva beans,carrot (gajjar),sweet corn,yellow moondal (split),green chilli,lemon,fresh coconut,coriander (dhania) leaves,salt,sunflower oil,asafoetida (hing),mustard seeds,spricurry leaves"
5156,"whole wheat flour,all purpose flour (maida),extra virgin olive oil,active dry yeast,honey,salt,lukewarm water,s homemade tomato puree,onion,clovesarlic,dried thyme leaves,red chilli flakes,tabasco original,sugar,salt,basil leaves,onions,sugar,vinegar,extra virgin olive oil,chicken breasts,dried thyme leaves,black pepper powder,salt,extra virgin olive oil,mozzarella cheese"
5157,"boneless chicken,inger,salt,whole black peppercorns,roasted peanuts (moongphali),green bell pepper (capsicum),sprinonion (bulb &reens),dry red chilli,soy sauce,vinegar,arlic,reen chilli,tomato ketchup,extra virgin olive oil"
5158,"bhindi (lady finger/okra),red chilli powder,turmeric powder (haldi),aram masala powder,fresh cream,kasuri methi (dried fenugreek leaves),sunflower oil,hee,onions,cashew nuts,tomato,garlic,inger,cardamom (elaichi) pods/seeds,cloves (laung),inch cinnamon stick (dalchini),green chillies,cumin (jeera) seeds"
5159,"lotus stem,s curd (dahi / yogurt),ram flour (besan),dryinger powder,fennel seeds (saunf),ajwain (carom seeds),inch cinnamon stick (dalchini),black cardamom (badi elaichi),cardamom (elaichi) pods/seeds,cloves (laung),bay leaf (tej patta),asafoetida (hing),aram masala powder,to  hee,salt"
5160,"bhindi (lady finger/okra),onion,tomato,ingerarlic paste,turmeric powder (haldi),aram masala powder,salt,sunflower oil,coriander (dhania) seeds,cumin seeds (jeera),red chilli flakes,fennel seeds (saunf),whole black peppercorns,badam (almond)"
5161,"badam (almond),saffron strands,all purpose flour (maida),bakinpowder,butter,sunflower oil,condensed milk,curd (dahi / yogurt),almond essence (badam essence),huncurd (greek yogurt),condensed milk,cardamom (elaichi) pods/seeds,saffron strands,badam (almond),saffron strands"
5163,"all purpose flour (maida),salt,water,whole eggs,onions,tomatoes,spricoriander (dhania) leaves,green chillies,salt,sunflower oil"
5165,"thai jasmine rice,s water,sunflower oil,shrimps,shrimps,salt,black pepper powder,soy sauce,whole wheat bread crumbs,whole egg,classic mayonnaise (with egg),black pepper powder,sriracha sauce,salt,soy sauce,sesame (gingelly) oil,black sesame seeds,onion rings,iceberlettuce"
5167,"salted butter,parsley leaves,basil leaves,chives,lemon zest"
5168,"pork belly,chinese rice wine,soy sauce,dark soy sauce,ginger,sugar,star anise"
5169,"s whole wheat flour,sooji (semolina/ rava),cumin seeds (jeera),red chilli powder,hee,salt"
5170,"all purpose flour (maida),hee,milk,sooji (semolina/ rava),fresh coconut,sugar,khuskhus,cardamom powder (elaichi),nutmepowder,raisins,badam (almond),ghee"
5172,"chicken,salt,turmeric powder (haldi),coriander (dhania) leaves,green chillies,inch cinnamon stick (dalchini),cloves (laung),cumin seeds (jeera),garlic,inchinger,onion,curry leaves,curd (dahi / yogurt),corn flour,all purpose flour (maida),egwhite,sunflower oil"
5173,"paneer (homemade cottage cheese),kasuri methi (dried fenugreek leaves),curd (dahi / yogurt),fresh cream,aram masala powder,cardamom powder (elaichi),salt,hee,whole cashews,clovesarlic,green chillies,inchinger"
5174,"onion,carrots (gajjar),s spinach,tomatoes,clovesarlic,s vegetable stock,red chilli flakes,paprika powder,dried oregano,black pepper powder,salt,extra virgin olive oil,penne pasta,white vinegar"
5175,"s tamarind water,pearl onions (sambar onions),tomatoes,sambar powder,whole black peppercorns,salt,jaggery,sesame (gingelly) oil,mustard seeds,methi seeds (fenugreek seeds),spricurry leaves"
5176,"mixed millets,yellow moondal (split),sesame (gingelly) oil,mustard seeds,cumin seeds (jeera),chana dal (bengalram dal),white urad dal (split),inchinger,whole black peppercorns,green chilli,spricurry leaves"
5177,"onion,clovesarlic,button mushrooms,carrot (gajjar),reen beans (french beans),baby corn,dried oregano,dried thyme leaves,fresh cream,salt and pepper,sunflower oil,cooked rice,onion,clovesarlic,reen peas (matar),sugar,sprifresh oregano,butter,salt"
5178,"butter,potatoes (aloo),clovesarlic,sprifresh thyme leaves,salt"
5179,"mutton,inger,arlic,onion,coriander (dhania) leaves,mint leaves (pudina),green chillies,red chilli powder,turmeric powder (haldi),potato (aloo),salt,cloves (laung),inch cinnamon stick (dalchini),sunflower oil,whole wheat bread crumbs"
5181,"foxtail millet,yellow moondal (split),inchinger,turmeric powder (haldi),inch cinnamon stick (dalchini),hee,asafoetida (hing),whole black peppercorns,cumin seeds (jeera)"
5182,"tindora (dondakaya/ kovakkai),sunflower oil,mustard seeds,spricurry leaves,salt,fresh coconut,coriander (dhania) seeds,white urad dal (split),dry red chillies,jaggery,tamarind"
5183,"tortillas,sweet corn,avocado,cheddar cheese,salt,black pepper powder,sunflower oil,lemon"
5184,"instant oats (oatmeal),whole wheat flour,rice flour,jaggery,ripe bananas,water,bakinsoda,hee"
5185,"black rice,s water,milk,sugar,cardamom (elaichi) pods/seeds,hee,cashew nuts,raisins"
5186,"arhar dal (split toor dal),yellow moondal (split),masoor dal (whole),inchinger,green chillies,inch cinnamon stick (dalchini),bay leaves (tej patta),tomatoes,kaddu (parangikai/ pumpkin),salt,sunflower oil,turmeric powder (haldi),hee,cumin seeds (jeera),clovesarlic,dry red chillies"
5187,"wheat noodles,chicken breasts,onion,clovesarlic,red bell pepper (capsicum),broccoli,button mushrooms,sprinonionreens,soy sauce,sriracha sauce,whole egg,salt and pepper,sunflower oil"
5188,"whole eggs,onion,garlic,tomato,coriander powder (dhania),red chilli powder,turmeric powder (haldi),aram masala powder,salt,coriander (dhania) leaves,mustard seeds,cumin seeds (jeera),sunflower oil"
5189,"s bhindi (lady finger/okra),onion,tamarind paste,turmeric powder (haldi),red chilli powder,sambar powder,coconut oil,mustard seeds,salt"
5190,"rice flour,curd (dahi / yogurt),water,salt,mustard seeds,turmeric powder (haldi),asafoetida (hing),clovesarlic,green chilli,curry leaves"
5191,"fresh coconut,kewra essence,crushed ice,tender coconut water"
5192,"broccoli,corn flour,all purpose flour (maida),salt,bakinpowder,red chilli powder,parmesan cheese,clovearlic,sunflower oil"
5194,"paneer (homemade cottage cheese),whole eggs,sugar,bakinpowder,whole wheat flour,salt,milk,butter"
5195,"whole wheat brown bread,butter,sweet corn,reen moonsprouts,carrots (gajjar),tomato,salt and pepper,red chilli flakes,milk,corn flour"
5196,"whole wheat flour,sooji (semolina/ rava),hee,caster sugar,badam (almond),pistachios,chana dal (bengalram dal),arhar dal (split toor dal),reen moondal (split),black urad dal (split),pink masoor dal (split),tomatoes,turmeric powder (haldi),red chilli powder,coriander powder (dhania),aram masala powder,coriander (dhania) leaves,hee,mustard seeds,cumin seeds (jeera),cloves (laung),cinnamon stick (dalchini),asafoetida (hing),curry leaves,kashmiri red chilli powder,bay leaf (tej patta),whole wheat flour,sooji (semolina/ rava),ram flour (besan),hee,salt,milk,water,lemon wedges,green chillies,papad,ghee"
5197,"brinjal (baingan / eggplant),dry red chillies,whole black peppercorns,chana dal (bengalram dal),white urad dal (split),mustard seeds,turmeric powder (haldi),red chilli powder,sprigs curry leaves,tamarind,salt,sunflower oil"
5201,"button mushrooms,green bell pepper (capsicum),sweet corn,onion,potatoes (aloo),tomato ketchup,soy sauce,italian seasoning,fresh thyme leaves,water,salt and pepper,extra virgin olive oil"
5202,"inchinger,yellow bell pepper (capsicum),clovesarlic,dry red chilli,lemongrass,coriander (dhania) leaves,coriander (dhania) seeds,salt,black pepper powder,kaffir lime leaves,turmeric powder (haldi),onion,inchinger,clovesarlic,potato (aloo),chicken thighs,coconut milk,sugar,sunflower oil,salt,salt"
5205,"bhindi (lady finger/okra),tomatoes,onion,garlic,coriander powder (dhania),red chilli powder,lemon juice,extra virgin olive oil,salt"
5206,"s mixed fruits,curd (dahi / yogurt),turmeric powder (haldi),jaggery,salt,water,fresh coconut,green chillies,mustard seeds,mustard seeds,dry red chilli,sunflower oil,spricurry leaves"
5207,"all purpose flour (maida),whole eggs,del monte black olives,salt,paneer (homemade cottage cheese),red amaranth leaves,nutmepowder,black pepper powder,salt,butter (unsalted),onion,clovesarlic,cherry tomatoes,del montereen olives,del monte black olives,lemon zest,fresh cream,milk,sichuan peppercorns,red chilli flakes,cheddar cheese,salt,lemon zest,parsley leaves,mint leaves (pudina),clovesarlic"
5209,"rice,white urad dal (split),chana dal (bengalram dal),fresh coconut,sesame seeds (til seeds),asafoetida (hing),hee,salt,sunflower oil"
5210,"whole wheat brown bread,onion,potatoes (aloo),rajma (large kidney beans),inchinger,clovearlic,turmeric powder (haldi),red chilli powder,aram masala powder,chaat masala powder,salt,sunflower oil"
5211,"s rice flour,avarekalu / lilva beans,onion,fresh coconut,green chillies,curd (dahi / yogurt),cumin powder (jeera),spricoriander (dhania) leaves,asafoetida (hing),salt,water"
5212,"vellai poosanikai (ashourd/white pumpkin),onion,salt,lemon juice,spricoriander (dhania) leaves,sunflower oil,fresh coconut,cumin seeds (jeera),inchinger,clovesarlic,turmeric powder (haldi)"
5213,"reen beans (french beans),onions,coriander (dhania) seeds,cumin seeds (jeera),dry red chillies,byadagi dried chillies,fresh coconut,dessicated coconut,poppy seeds,tamarind,jaggery,turmeric powder (haldi),salt,mustard seeds,curry leaves,asafoetida (hing)"
5214,"soy chunks (nuggets),clovesarlic,carrots (gajjar),red bell pepper (capsicum),sprinonionreens,reen beans (french beans),soy sauce,sweet and spicy red chilli sauce (tomato chilli sauce),rice vinegar,sesame (gingelly) oil,cashew nuts,sesame seeds (til seeds)"
5215,"chicken,arlic,inger,kashmiri red chilli powder,turmeric powder (haldi),vinegar,green chilli,meat masala,fresh coconut,salt,spricurry leaves,coconut oil,water"
5216,"s musk melon,mango (ripe),milk,honey,chia seeds,pistachios,ripe bananas,mango (ripe),pistachios"
5217,"arhar dal (split toor dal),mango (raw),tomato,green chilli,turmeric powder (haldi),salt,s water,hee,clovesarlic,cumin seeds (jeera),ssp asafoetida (hing),kashmiri red chilli powder,dry red chillies,coriander (dhania) leaves"
5218,"fresh coconut,green chillies,sprigs coriander (dhania) leaves,curry leaves,roasted peanuts (moongphali),salt"
5220,"s all purpose flour (maida),instant oats (oatmeal),muesli,chia seeds,active dry yeast,salt,sugar,whole egg,butter,milk,sesame seeds (til seeds)"
5221,"whole eggs,coriander (dhania) leaves,green chilli,salt,clovesarlic,onion,baby corn,red bell pepper (capsicum),veeba sweet chilli sauce,stalks sprinonionreens,salt,sunflower oil,britannia cheezza"
5222,"curd (dahi / yogurt),water,baby potatoes,carrot (gajjar),bottleourd (lauki),tomato,salt,green chilli,turmeric powder (haldi),asafoetida (hing),spricurry leaves,chana dal (bengalram dal),sesame seeds (til seeds),rice,mustard seeds,fresh coconut,hot water,sunflower oil,mustard seeds,methi seeds (fenugreek seeds),asafoetida (hing)"
5223,"carrot (gajjar),green bell pepper (capsicum),onion,hakka noodles,stalks sprinonion (bulb &reens),schezwan sauce,black pepper powder,salt,all purpose flour (maida),water"
5224,"broccoli,penne pasta,s pumpkin pasta sauce,basil leaves,salt and pepper,extra virgin olive oil,italian seasoning"
5225,"turnips,carrots (gajjar),s water,vinegar,mustard seeds,fennel seeds (saunf),cumin seeds (jeera),methi seeds (fenugreek seeds),salt"
5227,"whole wheat flour,bakinpowder,salt,sunflower oil,turmeric powder (haldi),water,sunflower oil,mustard seeds,white urad dal (split),cumin powder (jeera),coriander powder (dhania),sambar powder,red chilli powder,salt,turmeric powder (haldi),sugar,sooji (semolina/ rava),spricurry leaves,sunflower oil"
5231,"corn meal,whole wheat flour,oats flour,active dry yeast,sugar,extra virgin olive oil,milk,buttermilk,water,salt,spinach,paneer (homemade cottage cheese),red bell pepper (capsicum),red chilli powder,ajwain (carom seeds),black pepper powder"
5232,"walnuts,badam (almond),pistachios,raisins,cranberries,dates,sunflower seeds"
5233,"chicken,onions,tomatoes,clovesarlic,inchinger,spricurry leaves,coriander powder (dhania),red chilli powder,turmeric powder (haldi),pandan leaf,lemongrass,salt,sunflower oil,water,sunflower oil,water"
5234,"to  / cabbage (pattaobi/ muttaikose),multigrain flour,to  ram flour (besan),rice flour,sunflower oil,to reen chillies,inchinger,to  clovesarlic,cumin seeds (jeera),ajwain (carom seeds),coriander (dhania) leaves,lemon juice,salt"
5235,"cauliflower (gobi),milk,sprigs dill leaves,walnuts,salt,black pepper powder,sunflower oil"
5236,"curd (dahi / yogurt),ram flour (besan),turmeric powder (haldi),red chilli powder,salt,ram flour (besan),ajwain (carom seeds),kalonji (onion nigella seeds),turmeric powder (haldi),onion,salt,red chilli powder,sunflower oil,water,cumin seeds (jeera),dry red chillies,curry leaves,ingerarlic paste,sunflower oil,sunflower oil"
5237,"whole wheat flour,bakinpowder,salt,whole eggs,vanilla extract,milk,apple,sunflower oil,honey,mixed fruits"
5239,"plum rose fruit,ice apple (nongu),sugar,lemon juice"
5241,"yellow moondal (split),turmeric powder (haldi),shallots,tomato,brinjal (baingan / eggplant),potatoes (aloo),green chillies,salt,coriander (dhania) leaves,sunflower oil,curry leaves,dry red chillies,mustard seeds,white urad dal (split)"
5243,"s whole wheat flour,coriander powder (dhania),red chilli powder,aram masala powder,turmeric powder (haldi),salt,sunflower oil,water,ghee"
5245,"mustard seeds,methi seeds (fenugreek seeds),spricurry leaves,shallots,tomato,tamarind water,to  drumstick,asafoetida (hing),turmeric powder (haldi),sambar powder,coriander powder (dhania),salt,sunflower oil"
5246,"reen moondal (whole),onion,tomatoes,turmeric powder (haldi),salt,tamarind water,fresh coconut,dry red chillies,coriander (dhania) seeds,cumin seeds (jeera),mustard seeds,white urad dal (split),clovesarlic,dry red chillies,spricurry leaves"
5249,"potatoes (aloo),cauliflower (gobi),reen beans (french beans),tomatoes,inchinger,clovesarlic,green chilli,red chilli powder,turmeric powder (haldi),coriander powder (dhania),cumin powder (jeera),aram masala powder,amchur (dry mango powder),salt,sunflower oil,spricoriander (dhania) leaves"
5251,"prawns,fresh coconut,coriander (dhania) seeds,whole black peppercorns,byadagi dried chillies,tamarind,turmeric powder (haldi),red chilli powder,onions,potato (aloo),sunflower oil,sunflower oil,salt,prawns,lemon juice,turmeric powder (haldi),red chilli powder,coriander powder (dhania),rice flour,sooji (semolina/ rava),salt,sunflower oil"
5252,"avocados,lemon juice,black pepper powder,salt,extra virgin olive oil,whole wheat brown bread,cucumber,pickled jalapenos,boiled egg,iceberlettuce,gherkins,coriander (dhania) leaves"
5253,"cucumber,tomato,carrot (gajjar),curd (dahi / yogurt),reen chilli,cumin seeds (jeera),red chilli powder,salt,black pepper powder"
5254,"s water,inchinger,inch cinnamon stick (dalchini),cardamom (elaichi) pods/seeds,mint leaves (pudina),tulsi (holy basil),lemongrass,black tea,sugar"
5255,"s basil leaves,clovesarlic,walnuts,extra virgin olive oil,parmesan cheese,black pepper powder,lemon juice,salt,sweet potato,chia seeds,dried oregano,apple cider vinegar,clovesarlic,red chilli flakes,oats flour,salt,sunflower oil"
5256,"black eyed beans (lobia),onion,tomato,aram masala powder,red chilli powder,turmeric powder (haldi),onion,fresh coconut,coriander (dhania) seeds,fennel seeds (saunf),inchinger,clovesarlic"
5257,"prawns,onion,tomato,dry red chillies,clovesarlic,inch cinnamon stick (dalchini),whole black peppercorns,onion,tamarind paste,whole wheat flour,vivatta maida,red chilli powder,salt,sugar,chilled butter,to   chilled water"
5258,"butter (unsalted),sugar,vivatta maida,bakinpowder,salt,milk,whole eggs,instant coffee powder,butter (unsalted),all purpose flour (maida),brown sugar (demerara sugar),instant coffee powder,raisins,sugar,water"
5259,"s cabbage (pattaobi/ muttaikose),reen peas (matar),mustard seeds,bay leaf (tej patta),spricurry leaves,tomato,turmeric powder (haldi),red chilli powder,aram masala powder,salt,sunflower oil"
5260,"dried yellow/white peas (vatana),turmeric powder (haldi),ram flour (besan),onion,bakinsoda,salt,black pepper powder,cumin powder (jeera),coriander powder (dhania),reen chutney (coriander & mint),sweet chutney (date & tamarind),sugar,curd (dahi / yogurt),reen chilli,sunflower oil,black salt (kala namak),onion,raw peanuts (moongphali),curry leaves"
5261,"reen tea leaves,s water,honey"
5263,"chicken breasts,onion,tomato,chicken stock,peanut butter,chilli oil,salt,black pepper powder,sunflower oil"
5264,"tofu,button mushrooms,red bell pepper (capsicum),yellow bell pepper (capsicum),green bell pepper (capsicum),baby corn,green beans (french beans),broccoli,onion,clovesarlic,inger,inchinger,fresh red chillies,plum sauce,light soy sauce,rice wine vinegar,whole black peppercorns,salt,sunflower oil,sesame seeds (til seeds),garlic,coriander (dhania) leaves"
5265,"rabri,ragi flour (finger millet/ nagli),whole wheat flour,fennel seeds (saunf),cardamom powder (elaichi),bakinpowder,fresh cream,salt,ghee,sugar,water,saffron strands"
5266,"chicken,tomatoes,clovesarlic,inchinger,reen chillies,bamboo shoots,cabbage (pattaobi/ muttaikose),sprinonion (bulb &reens),salt"
5267,"brinjal (baingan / eggplant),ram flour (besan),water,asafoetida (hing),turmeric powder (haldi),red chilli powder,coriander powder (dhania),cumin powder (jeera),bakinsoda,salt,sunflower oil"
5268,"pomfret fish,turmeric powder (haldi),black pepper powder,lemon juice,huncurd (greek yogurt),curry leaves,coriander (dhania) leaves,red chilli powder,fennel powder,butter,salt"
5269,"lukewarm water,active dry yeast,sugar,extra virgin olive oil,salt,s all purpose flour (maida),green bell pepper (capsicum),onion,button mushrooms,green chillies,del monte black olives,mozzarella cheese,tomatoes,onions,green chillies,clovesarlic,homemade tomato puree,dried oregano,italian seasoning,salt"
5270,"instant oats (oatmeal),rice,reen moondal (whole),asafoetida (hing),green chillies,inchinger,cabbage (pattaobi/ muttaikose),coriander (dhania) leaves,salt,sunflower oil"
5271,"whole eggs,masoor dal (whole),coconut milk,onion,tomato,green chillies,mint leaves (pudina),ingerarlic paste,turmeric powder (haldi),aram masala powder,cumin powder (jeera),asafoetida (hing),salt,mustard seeds,curry leaves,sunflower oil"
5272,"cauliflower (gobi),pearl onions (sambar onions),garlic,turmeric powder (haldi),black pepper powder,cinnamon powder (dalchini),coriander powder (dhania),salt,mustard seeds,cumin seeds (jeera),spricurry leaves,sunflower oil"
5274,"reen moondal (whole),green chillies,tamarind water,turmeric powder (haldi),s water,salt,spricoriander (dhania) leaves,hee,mustard seeds,dry red chillies,asafoetida (hing),spricurry leaves"
5275,"horseram dal (kollu/ kulith),s idli rice,white urad dal (whole),methi seeds (fenugreek seeds),salt"
5276,"rice,tomatoes,green chilli,basil leaves,clovesarlic,extra virgin olive oil,whole black peppercorns,salt,water,coriander (dhania) leaves"
5277,"spaghetti pasta,clovesarlic,extra virgin olive oil,red chilli flakes,mixed herbs (dried),salt,tabasco original,black pepper powder,red bell pepper (capsicum),cauliflower (gobi),cashew nuts"
5278,"lonstrinbean (chavli),tamarind water,salt,rice,dry red chilli,coriander (dhania) seeds,methi seeds (fenugreek seeds),mustard seeds,clovesarlic,mustard seeds,spricurry leaves,mustard seeds,dry red chilli"
5279,"mini pita breads,tomatoes,feta cheese,fresh thyme leaves,black olives,whole black peppercorns,extra virgin olive oil,spricoriander (dhania) leaves,homemade hummus"
5280,"whole egg,quinoa,dry mix herbs,red chilli flakes,extra virgin olive oil,cheddar cheese,salt,clovesarlic,onion,tomatoes,dried oregano,mixed herbs (dried),red chilli flakes,red chilli sauce,salt,extra virgin olive oil"
5281,"jackfruit raw (kathal),onions,green chillies,mint leaves (pudina),coriander (dhania) leaves,inchinger,clovesarlic,ram flour (besan),aram masala powder,cumin powder (jeera),coriander powder (dhania),fennel powder,amchur (dry mango powder),salt,sunflower oil"
5282,"raw papaya,cabbage (pattaobi/ muttaikose),potatoes (aloo),ram flour (besan),cumin powder (jeera),red chilli powder,turmeric powder (haldi),salt,sunflower seeds,curd (dahi / yogurt),ram flour (besan),red chilli powder,coriander powder (dhania),turmeric powder (haldi),aram masala powder,sugar,salt,mustard seeds,bay leaf (tej patta),spricurry leaves,inchinger,clovesarlic,sunflower oil"
5285,"s all purpose flour (maida),sugar,salt,butter (unsalted),chilled water,strawberries,s fresh cream,elatin,confectioners sugar,salt,dark chocolate,fresh cream,strawberries,badam (almond),pistachios"
5286,"kabuli chana (white chickpeas),brinjal (baingan / eggplant),kaddu (parangikai/ pumpkin),tomato,onion,sultanas,sprispinach,arlic,coriander powder (dhania),cumin powder (jeera),dryinger powder,turmeric powder (haldi),red chilli powder,white pepper powder,couscous,extra virgin olive oil,parsley leaves,salt"
5287,"brie cheese,puff pastry sheet,apple,strawberries,honey,cinnamon powder (dalchini),whole egg,fresh fruits,crackers"
5288,s fresh coconut
5289,"ram flour (besan),sunflower oil,ajwain (carom seeds),ingerarlic paste,green chillies,turmeric powder (haldi),salt,sunflower oil,mustard seeds,cumin seeds (jeera),curry leaves,asafoetida (hing),onion,ingerarlic paste,ram flour (besan),coriander powder (dhania),dry coconut (kopra),sesame seeds (til seeds),tamarind paste,jaggery,coriander (dhania) leaves,red chilli powder,salt"
5290,"tea monk oolontea,honey,scoop vanilla ice cream,aerated water (soda water)"
5291,"curd (dahi / yogurt),clovesarlic,cumin powder (jeera),red chilli powder,black salt (kala namak)"
5292,"reen peas (matar),ram flour (besan),paneer (homemade cottage cheese),inger,green chillies,turmeric powder (haldi),cumin powder (jeera),salt,sunflower oil,salt,sunflower oil"
5293,"s all purpose flour (maida),hee,salt,water,yellow moondal (split),asafoetida (hing),aram masala powder,red chilli powder,amchur (dry mango powder),coriander powder (dhania),fennel seeds (saunf),sunflower oil,salt,raisins,slivered almonds (badam)"
5294,"burger buns,button mushrooms,onion,clovesarlic,red bell pepper (capsicum),rajma (large kidney beans),homemade tomato puree,brown sugar (demerara sugar),sriracha sauce,eggless mayonnaise,salt,cucumber,onion"
5295,"broken wheat (dalia/odumai rava),kabuli chana (white chickpeas),clovesarlic,onions,carrot (gajjar),red bell pepper (capsicum),broccoli,cinnamon powder (dalchini),lemon juice,caster sugar,feta cheese,mint leaves (pudina),extra virgin olive oil,salt and pepper"
5296,"dry red chillies,coriander (dhania) seeds,whole black peppercorns,methi seeds (fenugreek seeds),cumin seeds (jeera),turmeric powder (haldi),clovesarlic"
5297,"chicken,black urad dal (whole),onion,inger,arlic,green chillies,red chilli powder,lemon juice,cookinsoda,sunflower oil,salt"
5298,"all purpose flour (maida),whole wheat flour,wheat bran,active dry yeast,sugar,salt,water"
5299,"colocasia root (arbi),onion,tomatoes,ingerarlic paste,asafoetida (hing),turmeric powder (haldi),salt,red chilli powder,coriander powder (dhania),aram masala powder,green chillies,dry red chillies,sunflower oil"
5300,"huncurd (greek yogurt),milk,instant coffee powder,honey,cocoa powder,ice cubes"
