,TranslatedIngredients
5676,"avarekalulilvabeans,potatoaloo,onion,tomato,mustardseeds,spricurryleaves,spricorianderdhanialeaves,lemonjuice,sunfloweroil,salt,freshcoconut,roastedramdalpottukadalai,clovesarlic,greenchillies,poppyseeds,corianderdhaniaseeds,cinnamonstickdalchini,cardamomelaichipodsseeds,cloveslaung"
5677,"lamb,whitevinegar,curddahiyogurt,rawpapaya,redchillipowder,cardamomelaichipodsseeds,cloveslaung,wholeblackpeppercorns,nutmeg,ghee,badamalmond,cardamomelaichipodsseeds,cloveslaung,inchcinnamonstickdalchini,bayleavestejpatta,arlic,inger,onion,redchillipowder,kewraessence,salt,corianderdhanialeaves"
5678,"arhardaltoordal,tomato,greenchillies,inger,aampapadsundriedmango,turmericpowderhaldi,corianderdhanialeaves,salt,hee,cuminseedsjeera,methiseedsfenugreekseeds,clovesarlic,redchillipowder"
5679,"fish,redchillipowder,corianderpowderdhania,turmericpowderhaldi,lemon,blackpepperpowder,dryredchilli,mustardseeds,chanadalbengalramdal,curryleaves,sunfloweroil,salt,reenbeansfrenchbeans,cornkernels,carrotgajjar,onions,arlic,blackpepperpowder,butter,extravirginoliveoil,parmesancheese,honey,balsamicvinegar"
5680,"brinjalbainganeggplant,drumstick,avarekalulilvabeans,potatoesaloo,onions,tomato,turmericpowderhaldi,redchillipowder,corianderpowderdhania,jaggery,salt,freshcoconut,corianderdhanialeaves,sunfloweroil,mustardseeds,asafoetidahing,methiseedsfenugreekseeds,spricurryleaves,greenchilli,greenchilli"
5681,"masoordal,onion,tomato,freshcoconut,sunfloweroil,salt,greenchilli,mustardseeds,cuminseedsjeera,asafoetidahing,turmericpowderhaldi,spricurryleaves,corianderdhanialeaves"
5682,"sangri,ker,dryredchillies,ajwaincaromseeds,asafoetidahing,turmericpowderhaldi,redchillipowder,amchurdrymangopowder,corianderpowderdhania,jaggery,raisins,spricorianderdhanialeaves,sunfloweroil"
5683,"kadduparangikaipumpkin,poppyseeds,chironji,sesameseedstilseeds,dessicatedcoconut,sunfloweroil,curryleaves,dryredchillies,methiseedsfenugreekseeds,mustardseeds,asafoetidahing,turmericpowderhaldi,tamarindpaste,redchillipowder,salt,maharashtrianodamasala,jaggery,water,corianderdhanialeaves"
5684,"instantoatsoatmeal,dates,honey,peanutbutter,badamalmond,pistachios,pecans"
5685,"purposeflourmaida,bakinsoda,salt,hee,curddahiyogurt,sunfloweroil,pistachios,sugar,water,cardamompowderelaichi"
5686,"basmatirice,chanadalbengalramdal,onions,tomatoes,dryredchillies,greenchillies,arammasalapowder,turmericpowderhaldi,lemonjuice,cuminseedsjeera,sunfloweroil,salt"
5687,"pearlonionssambaronions,potatoesaloo,tomatoes,redchillipowder,turmericpowderhaldi,salt,tamarind,sesamegingellyoil,mustardseeds,cuminseedsjeera,methiseedsfenugreekseeds,sesameseedstilseeds,blacksesameseeds,whiteuraddal,chanadalbengalramdal,cuminseedsjeera,blackpepperpowder"
5688,"chocolatecake,chocolateanache,heavywhippincream,vanillaextract,instantcoffeepowder,chocolatechips,water,sugar"
5689,"yellowmoondal,nylonsabakki,buttermilk,onions,reenpeasmatar,greenchillies,dryredchillies,ghee,sunfloweroil,curryleaves,mustardseeds,asafoetidahing,chanadalbengalramdal,blackuraddal,lemonjuice,cashewnuts,corianderdhanialeaves,freshcoconut"
5690,"reenmoondal,potatoesaloo,onion,tomato,greenchillies,lemonjuice,mustardseeds,cuminseedsjeera,bayleaftejpatta,inchcinnamonstickdalchini,spricurryleaves,sunfloweroil,salt,freshcoconut,clovesarlic,fennelseedssaunf,greenchilli"
5691,"spaghettipasta,clovesarlic,tomatoes,driedoregano,redchillipowder,sundriedtomatoes,salt,extravirginoliveoil,spribasilleaves"
5692,"saffronstrands,milk,basmatirice,bayleaftejpatta,blackcardamombadielaichi,hee,cloveslaung,cardamomelaichipodsseeds,inchcinnamonstickdalchini,cardamompowderelaichi,nutmepowder,wholecashews,badamalmond,pistachios,sugar,raisins,drycoconutkopra"
5693,"pointedourdparval,bayleaftejpatta,cuminseedsjeera,homemadetomatopuree,turmericpowderhaldi,redchillipowder,cashewnuts,salt,sunfloweroil,inchinger,cardamomelaichipodsseeds,inchcinnamonstickdalchini,cloveslaung,greenchillies,freshcoconut,poppyseeds,chennahomemadecottagecheese,corianderdhanialeaves,wholeblackpeppercorns,greenchilli,raisins,salt,corianderdhanialeaves"
5694,"buttermilk,pohaflattenedrice,soojisemolinarava,riceflour,corianderdhanialeaves,greenchillies,inger,arlic,spricurryleaves,mustardseeds,salt,sunfloweroil"
5695,"ragiflourfingermilletnagli,bajraflourpearlmillet,riceflour,drumstickleavesmoringamurungaikeerai,salt,water,hee,freshcoconut"
5696,"tomatoes,redonion,clovesarlic,homemadetomatopuree,extravirginoliveoil,redchilliflakes,cuminpowderjeera,redchillipowder,driedoregano,salt"
5697,"idlidosamixture,ghee"
5698,"ramflourbesan,hee,sugar,water,cardamompowderelaichi,badamalmond"
5699,"babypotatoes,corianderdhaniaseeds,cuminseedsjeera,fennelseedssaunf,wholeblackpeppercorns,dryredchillies,sunfloweroil,ingerarlicpaste,tamarindpaste,sugar,water,salt,corianderdhanialeaves"
5700,"wholeeggs,classicmayonnaisewithegg,extravirginoliveoil,sprinonionreens,sundriedtomatoes,lemonjuice,freshthymeleaves,saltpepper"
5701,"paneerhomemadecottagecheese,arlic,dryredchillies,cuminjeeraseeds,lemon,water,salt,ramflourbesan,riceflour,turmericpowderhaldi,redchillipowder,asafoetidahing,enosfruitsalt,salt,water"
5702,"parwal,potatoes,peanut,turmericpowder,redchilipowder,corianderpowder,greencoriander,rye,salt,oil"
5703,"whiteuraddal,onions,greenchillies,soojisemolinarava,salt,sunfloweroil"
5704,"wholewheatflour,hee,milk,sugar,water,ghee,salt"
5705,"pavbuns,sunfloweroil,mustardseeds,cuminseedsjeera,curryleaves,asafoetidahing,greenchillies,ingerarlicpaste,onion,tomato,potatoaloo,reenpeasmatar,bottleourdlauki,spinachleavespalak,redchillipowder,turmericpowderhaldi,pavbhajimasala,arammasalapowder,reenchutneycoriandermint,butter,spricorianderdhanialeaves"
5706,"chinesecabbage,redbellpeppercapsicum,onion,tofu,clovesarlic,sprionions,dryredchilli,soysauce,homemadehoisinsauce,redchillisauce,honey,salt,blackpepperpowder"
5707,"masauras,potatoesaloo,onions,tomatoes,cuminseedsjeera,inger,arlic,reenchilli,turmericpowderhaldi,cuminpowderjeera,freshcream,water,sunfloweroil,salt,blackpepperpowder"
5708,"nendrapazhambananaripe,sunfloweroil"
5709,"soojisemolinarava,curddahiyogurt,salt,spricorianderdhanialeaves,cashewnuts,carrotgajjar,enosfruitsalt,sunfloweroil,mustardseeds,whiteuraddal,asafoetidahing,greenchillies,inchinger,spricurryleaves"
5710,"extravirginoliveoil,clovesarlic,onion,salt,rosemary,rice,extravirginoliveoil,redchilliflakes,redbellpeppercapsicum,yellowbellpeppercapsicum,salt,reenbellpeppercapsicum,mixedherbs,parsleyleaves,extravirginoliveoil,carrotsgajjar,yellowzucchini,greenzucchini,babycorn,drymixherbs,salt,extravirginoliveoil,arlic,basilleaves,salt,homemadetomatopuree,sugar,tabascooriginal,paprikapowder,freshcream,milk,mozzarellacheese"
5711,"pomfretfish,mustardoil,mustardoil,clovearlic,greenchillies,kalonjionionnigellaseeds,mustardseeds,turmericpowderhaldi,salt"
5712,"huncurdgreekyogurt,anardanapowderpomegranateseedpowder,mintleavespudina,corianderdhanialeaves,clovesarlic,greenchillies,salt,sugar,cuminpowderjeera,chaatmasalapowder"
5713,"hotwater,semiyavermicelli,sugar,cashewnuts,raisins,cardamompowderelaichi,saffronstrands,hee"
5714,"basmatirice,beetroot,soychunksnuggets,onion,tomato,greenchilli,ingerarlicpaste,mintleavespudina,corianderdhanialeaves,turmericpowderhaldi,redchillipowder,corianderpowderdhania,salt,lemonjuice,coconutmilk,sunfloweroil,clovescloveslaung,cinnamonstickdalchini,bayleaftejpatta,ajwaincaromseeds"
5715,"horseramdalkollukulith,shallots,tomato,freshcoconut,corianderdhaniaseeds,dryredchillies,clovesarlic,spricurryleaves,cuminseedsjeera,wholeblackpeppercorns,salt,asafoetidahing,turmericpowderhaldi,tamarindwater,ingellyoil,mustardseeds"
5716,"chicken,carrotsgajjar,babycorn,broccoli,reenbeansfrenchbeans,buttonmushrooms,coconutmilk,instantoatsoatmeal,basilleaves,palmsugar,salt,sunfloweroil,greenchillies,stalkssprinonionbulbreens,corianderdhanialeaves,inchalangal,clovesarlic,stalkslemonrass,corianderdhaniaseeds,wholeblackpeppercorns,cuminseedsjeera,nutmeg"
5717,"mixedvegetables,cabbagepattaobimuttaikose,salt,blackpepperpowder,sunfloweroil,cookedrice,clovesarlic,blackpepperpowder,chillivinegar,soysauce,salt,sunfloweroil,potatoesaloo,buttonmushrooms,salt,redchillipowder,wholewheatbreadcrumbs,sunfloweroil,sunfloweroil,blackpepperpowder,clovesarlic,redchillisauce,chillivinegar,soysauce,tomatoketchup,water"
5718,"arugulaleaves,onions,blackolives,walnuts,driedfigs,honey,soysauce,redchilliflakes,redwinevinaigrette,wholeeggs,saltpepper,applecidervinegar"
5719,"paneerhomemadecottagecheese,greenbellpeppercapsicum,onion,greenchillies,tomato,turmericpowderhaldi,cuminpowderjeera,redchillipowder,sambarpowder,salt,mintleavespudina,herbbutter,ragidosabattter,ghee"
5720,"mustardoil,mustardseeds,fennelseedssaunf,cuminseedsjeera,kalonjionionnigellaseeds,methiseedsfenugreekseeds,inchinger,clovesarlic,greenchillies,onion,tomatoes,amchurdrymangopowder,cuminpowderjeera,arammasalapowder,redchillipowder,jaggery,corianderdhanialeaves,mintleavespudina"
5721,"chicken,mustardseeds,cuminseedsjeera,dryredchilli,onions,tomatoes,greenchillies,garlic,inchinger,turmericpowderhaldi,redchillipowder,corianderpowderdhania,cuminpowderjeera,spinach,salt,sunfloweroil"
5722,"acornsquash,sambalpaste,turmericpowderhaldi,inchinger,clovesarlic,roundnutoil,salt"
5723,"chicken,sprinonionbulbreens,clovesarlic,soysauce,salt,purposeflourmaida,sunfloweroil,salt"
5724,"paneerhomemadecottagecheese,potatoaloo,cuminpowderjeera,turmericpowderhaldi,redchillipowder,ingerarlicpaste,wholewheatbreadcrumbs,salt,sunfloweroil,wholewheatbreadcrumbs,sesameseedstilseeds"
5725,"buncharugulaleaves,orange,apple,pickledonions,lemonjuice,freshorangejuice,honey,inchinger,salt,extravirginoliveoil,blackpepperpowder,poppyseeds,badamalmond,butter,honey"
5726,"stalkslemongrass,inchalangal,onions,dryredchillies,kaffirlimeleaves,clovesarlic,corianderdhanialeaves,cuminpowderjeera,turmericpowderhaldi,salt,sunfloweroil,inchinger,clovesarlic,onions,water,salt,chickenbreasts,soysauce,redbellpeppercapsicum,greenbellpeppercapsicum,daburhomemadecoconutmilk,redchilliflakes,mangoripe,spricorianderdhanialeaves"
5727,"maltesers,butter,icinsugar,milk,vanillaextract,purposeflourmaida,salt"
5728,"pinkfleshdragonfruitpitaya,foxtailmillet,brownsugardemerarasugar,rosewater,hee,cardamompowderelaichi,cashewnuts"
5729,"potatoesaloo,masoordal,cuminseedsjeera,onion,greenchilli,clovesarlic,inchinger,turmericpowderhaldi,redchillipowder,arammasalapowder,salt,sunfloweroil"
5730,"coconutmilk,semiyavermicelli,cardamomelaichipodsseeds,jaggery,water,cashewnuts,saffronstrands"
5731,"blackpepperpowder,cuminseedsjeera,corianderdhaniaseeds,blackuraddal,methiseedsfenugreekseeds,dryredchilli,spricurryleaves,curddahiyogurt,bhindiladyfingerokra,sunfloweroil,water,corianderdhanialeaves,salt,sunfloweroil,mustardseeds,asafoetidahing"
5732,"cabbagepattaobimuttaikose,pineapple,onion,mustardsauce,honey,lemonjuice,freshcream,salt"
5733,"sweetpotatoes,pearlonionssambaronions,clovesarlic,tamarindwater,jaggery,tomatoes,greenchilli,spricurryleaves,sambarpowder,redchillipowder,turmericpowderhaldi,salt,mustardseeds,cuminseedsjeera,asafoetidahing,spricurryleaves,spricorianderdhanialeaves"
5734,"whiteuraddal,rolledoatsinstantoats,brownrice,ragiseeds,methiseedsfenugreekseeds,oatsdosabatter,redbellpeppercapsicum,carrotsgajjar,tomato,greenchilli,sunfloweroil"
5735,"pennepasta,greenzucchini,clovesarlic,walnuts,driedoregano,greenchilli,cauliflowergobi,milk,salt,blackpepperpowder,sunfloweroil"
5736,"bananaflowervazhaipoo,prawns,potatoaloo,onion,bayleaftejpatta,inchcinnamonstickdalchini,cardamomelaichipodsseeds,cloveslaung,dryredchillies,cuminseedsjeera,ingerarlicpaste,cuminpowderjeera,sugar,turmericpowderhaldi,arammasalapowder,redchillipowder,mustardoil,salt,freshcoconut"
5737,"hotdobread,spaghettipasta,tomatobasilpastasauce,mozzarellacheese,cheddarcheese,garlicbutter,clovesarlic,extravirginoliveoil,salt"
5738,"spinachleavespalak,soychunksnuggets,methileavesfenugreekleaves,onion,homemadetomatopuree,clovesarlic,inchinger,greenchillies,salt,cuminpowderjeera,arammasalapowder,butter,garlic,dryredchillies,sunfloweroil"
5739,"karelabitterourdpavakkai,salt,rawpeanutsmoongphali,freshcoconut,clovesarlic,cuminseedsjeera,jaggery,turmericpowderhaldi,redchillipowder,corianderpowderdhania,cuminpowderjeera,tamarindpaste,salt,sunfloweroil"
5740,"bonelesschicken,salt,redchillipowder,arlic,curddahiyogurt,corianderdhanialeaves,sunfloweroil"
5741,"yellowmoondal,water,hee,turmericpowderhaldi,asafoetidahing,cuminpowderjeera,salt,corianderdhanialeaves"
5742,"soychunksnuggets,sabudanatapiocapearls,potatoaloo,pohaflattenedrice,greenchillies,inchinger,turmericpowderhaldi,redchillipowder,corianderpowderdhania,cuminpowderjeera,arammasalapowder,chaatmasalapowder,salt,sunfloweroil,tomatoes,greenchillies,inchinger,salt"
5743,"wholeegg,mutton,inger,arlic,corianderpowderdhania,turmericpowderhaldi,kashmiriredchillipowder,arammasalapowder,cornflour,mustardoil,salt,curddahiyogurt,onion,turmericpowderhaldi,reenchillipaste,redchillipowder,arlic,inger,corianderpowderdhania,cuminpowderjeera,arammasalapowder,homemadetomatopuree,kasurimethidriedfenugreekleaves,bayleaftejpatta,dryredchilli,salt,sunfloweroil"
5744,"basmatirice,whiteuraddal,salt,sunfloweroil,chanadalbengalramdal,jaggery,freshcoconut,cardamompowderelaichi"
5745,"paneerhomemadecottagecheese,buttonmushrooms,spinach,onion,tomatoes,arlic,inger,dryredchillies,curddahiyogurt,soysauce,turmericpowderhaldi,blackpepperpowder,sunfloweroil,salt"
5746,"broccoli,milk,curddahiyogurt,instantoatsoatmeal,honey,mixedfruits,mixeddryfruits"
5747,"kalajeera,rawpeanutsmoongphali,clovesarlic,dryredchilli,redchillipowder,curryleaves,tamarind,sunfloweroil"
5748,"soyachaap,ingerarlicpaste,curddahiyogurt,redbellpeppercapsicum,cheese,greenchillies,arammasalapowder,tandoorimasala,redchillipowder,kashmiriredchillipowder,corianderdhanialeaves,salt,sunfloweroil"
5749,"spinachleavespalak,methileavesfenugreekleaves,greenchilli,inchinger,cuminpowderjeera,turmericpowderhaldi,corianderpowderdhania,asafoetidahing,riceflour,curddahiyogurt,salt,sunfloweroil"
5750,"purposeflourmaida,salt,hee,ajwaincaromseeds,hee,chaatmasalapowder,sunfloweroil"
5751,"buttonmushrooms,onions,tomatoes,badamalmond,clovesarlic,inchinger,greenchillies,cuminseedsjeera,inchcinnamonstickdalchini,bayleaftejpatta,wholeblackpeppercorns,turmericpowderhaldi,corianderpowderdhania,kashmiriredchillipowder,arammasalapowder,kasurimethidriedfenugreekleaves,sugar,freshcream,saffronstrands,milk,butter,sunfloweroil,salt,water"
5752,"cuminseedsjeera,whiteuraddal,curryleaves,redchillipowder,turmericpowderhaldi,asafoetidahing,potatoesaloo,arammasalapowder,salt,sugar,chaatmasalapowder,sunfloweroil,corianderdhanialeaves,mintleavespudina,sweetchutneydatetamarind,crackers"
5753,"purposeflourmaida,sugar,bakinpowder,cocoapowder,salt,sunfloweroil,curddahiyogurt,beetroot,lemonjuice,vanillaextract,chocolatechips"
5754,"mutton,curddahiyogurt,redchillipowder,corianderpowderdhania,arammasalapowder,turmericpowderhaldi,salt,sunfloweroil,tomatoes,onions,greenchilli,mustardseeds,kalonjionionnigellaseeds,fennelseedssaunf,cuminseedsjeera,methiseedsfenugreekseeds,dryredchillies"
5755,"dates,driedfigs,badamalmond,pistachios,cashewnuts,cardamompowderelaichi,poppyseeds,hee"
5756,"cauliflowergobi,potatoesaloo,mustardoil,greenchillies,inchinger,onion,acharimasala,amchurdrymangopowder,turmericpowderhaldi,salt,redchillipowder,dryredchilli,corianderdhaniaseeds,kalonjionionnigellaseeds,fennelseedssaunf,mustardseeds,cuminseedsjeera,methiseedsfenugreekseeds"
5757,"chanadalbengalramdal,whiteuraddal,drycoconutkopra,byadagidriedchillies,jaggery,tamarind,asafoetidahing,salt"
5758,"chickendrumstick,potatoesaloo,cardamomelaichipodsseeds,inchcinnamonstickdalchini,cuminseedsjeera,onion,turmericpowderhaldi,lemonjuice,arammasalapowder,amchurdrymangopowder,curddahiyogurt,salt,onions,tomato,corianderdhanialeaves,inchinger,clovesarlic,greenchilli"
5759,"tomatoes,mustardseeds,cuminseedsjeera,curryleaves,asafoetidahing,greenchillies,inger,turmericpowderhaldi,redchillipowder,sugar,sunfloweroil,salt"
5760,"watermelon,fetacheese,spinachleavespalak,blackolives,chaatmasalapowder"
5761,"reenmoonsprouts,carrotsgajjar,greenbellpeppercapsicum,tomato,lemonjuice,salt,corianderdhanialeaves"
5762,"chicken,turmericpowderhaldi,redchillipowder,sunfloweroil,cuminseedsjeera,corianderdhaniaseeds,wholeblackpeppercorns,cinnamonstickdalchini,inchinger,clovesarlic,greenchillies,freshcoconut,curryleaves,mustardseeds,methiseedsfenugreekseeds,dryredchillies,onion,tomatoes,sugar,salt,kachampuli,sunfloweroil"
5763,"carrotgajjar,coconutmilk,water,cardamompowderelaichi,cashewnuts,pistachios,sugar,vanillaextract,salt"
5764,"blackeyedbeanslobia,onion,coconutmilk,salt,butter"
5765,"bhetkifish,mustardseeds,poppyseeds,freshcoconut,greenchillies,turmericpowderhaldi,salt,bananaleaf,mustardoil"
5766,"riceflour,greenchilli,spricurryleaves,salt,freshcoconut,dryredchilli,corianderdhaniaseeds,ajwaincaromseeds,sunfloweroil"
5767,"wholewheatflour,sugar,butter,flaxseedpowderflaxmeal,cardamompowderelaichi,milk"
5768,"sesameseedstilseeds,jaggery,dessicatedcoconut,roastedpeanutsmoongphali,cardamompowderelaichi,hee"
5769,"babycorn,tomatoes,redchillipowder,cuminpowderjeera,arammasalapowder,freshcream,butter,salt,kasurimethidriedfenugreekleaves,sunfloweroil,onion,inchinger,clovesarlic,cashewnuts"
5770,"wholewheatflour,soojisemolinarava,huncurdgreekyogurt,turmericpowderhaldi,sunfloweroil,ghee,avarekalulilvabeans,chanadalbengalramdal,jaggery,freshcoconut,cardamompowderelaichi"
5771,"iceberlettuce,paneerhomemadecottagecheese,blackpepperpowder,cuminpowderjeera,lemonjuice,salt,freshpomegranatefruitkernels,sprimintleavespudina,lemonwedges,chaatmasalapowder,onions,lemonjuice,salt,lemonjuice,blackpepperpowder,cuminpowderjeera,extravirginoliveoil,clovesarlic,honey"
5772,"water,jaggery,wholeblackpeppercorns,cardamomelaichipodsseeds,inchinger,lemon,tulsiholybasil"
5773,"reenpeasmatar,paneerhomemadecottagecheese,instantoatsoatmeal,sunfloweroil,salt"
5774,"ricerava,water,sunfloweroil,salt,cuminseedsjeera,butter,freshcoconut"
5775,"bananastem,yellowmoondal,onion,greenchilli,lemon,freshcoconut,corianderdhanialeaves,salt,sunfloweroil,asafoetidahing,mustardseeds,greenchillies,spricurryleaves"
5776,"heavywhippincream,icinsugar,orangezestrind,freshorangejuice,orangeliquor,blueberries,salt,castersugar,blueberries,shortbreadcookies"
5777,"stalkslemongrass,clovesarlic,inchinger,greenchillies,sprigscorianderdhanialeaves,sprigsbasilleaves,stalkssprinonionbulbreens,corianderdhaniaseeds,wholeblackpeppercorns,salt,daburhomemadecoconutmilk,daburhomemadetamarindpaste,thaireencurrypaste,broccoli,smallbrinjalbainganeggplant,buttonmushrooms,redbellpeppercapsicum,reenzucchini,vegetablestock,brownsugardemerarasugar,basilleaves,salt,sunfloweroil"
5778,"milk,semiyavermicelli,khoyamawa,sugar,raisins,cashewnuts,pistachios,badamalmond,saffronstrands,hee"
5779,"instantoatsoatmeal,riceflour,curddahiyogurt,salt,enosfruitsalt,onion,greenchillies,cuminseedsjeera,mustardseeds,corianderdhanialeaves,sunfloweroil"
5780,"broccoli,yellowbellpeppercapsicum,pickledjalapenos,extravirginoliveoil,paprikapowder,salt,cuminpowderjeera,blackpepperpowder,mozzarellacheese,tortillas"
5781,"brinjalbainganeggplant,tomato,greenchilli,onion,inchinger,asafoetidahing,mustardoil,salt"
5782,"potatoesaloo,mustardseeds,salt,dryredchillies,tamarind"
5783,"ripebananas,wholewheatflour,milk,sunfloweroil,castersugar,salt,bakinpowder,cashewnuts"
5784,"blackeyedbeanslobia,onion,tomato,bayleaftejpatta,inchcinnamonstickdalchini,cuminseedsjeera,arammasalapowder,spricorianderdhanialeaves,spricurryleaves,sunfloweroil,salt,onion,tomato,inger,freshcoconut,clovesarlic,corianderdhanialeaves,mintleavespudina,greenchillies,cloveslaung,cinnamonstickdalchini,wholeblackpeppercorns,turmericpowderhaldi,redchillipowder,corianderpowderdhania"
5785,"ridgeourdturaipeerkangai,greenchillies,curryleaves,tamarind,chanadalbengalramdal,mustardseeds,methiseedsfenugreekseeds,dryredchillies,turmericpowderhaldi,sunfloweroil,salt"
5786,"pohaflattenedrice,curddahiyogurt,cucumber,freshcoconut,anardanapowderpomegranateseedpowder,sugar,rawpeanutsmoongphali,greenchillies,hee,cuminseedsjeera,curryleaves,salt"
5787,"jowarseeds,onion,carrotgajjar,sweetcorn,reenpeasmatar,roastedpeanutsmoongphali,inchinger,clovesarlic,greenchillies,lemonjuice,turmericpowderhaldi,salt,blackpepperpowder,extravirginoliveoil,vegetablestock,corianderdhanialeaves"
5788,"cauliflowergobi,carrotsgajjar,reenbeansfrenchbeans,onion,greenbellpeppercapsicum,clovesarlic,inchinger,homemadetomatopuree,cardamompowderelaichi,turmericpowderhaldi,corianderpowderdhania,arammasalapowder,redchillipowder,kasurimethidriedfenugreekleaves,sunfloweroil,butter,salt"
5789,"methileavesfenugreekleaves,awarphalikothavarangaiclusterbeans,onion,tomato,clovesarlic,inchinger,redchillipowder,turmericpowderhaldi,corianderpowderdhania,arammasalapowder,salt,jaggery,sunfloweroil"
5790,"purposeflourmaida,butter,sugar,rosemary,lemon,lemonjuice,vanillaextract,salt"
5791,"tamarindwater,arhardaltoordal,rasampowder,turmericpowderhaldi,tomato,cuminpowderjeera,blackpepperpowder,asafoetidahing,freshthymeleaves,curryleaves,salt,water,lemonjuice,hee,mustardseeds,cuminseedsjeera,curryleaves"
5792,"barnyardmillet,sabudanatapiocapearls,whiteuraddal,pohaflattenedrice,methiseedsfenugreekseeds"
5793,"potatoesaloo,cauliflowergobi,inchinger,tomatoes,cuminseedsjeera,turmericpowderhaldi,arammasalapowder,cardamomelaichipodsseeds,redchillipowder,spricorianderdhanialeaves,sunfloweroil,salt"
5794,"thattai,onion,carrotgajjar,lemonjuice,salt,cuminpowderjeera,redchillipowder,reenchutneycoriandermint,sweetchutneydatetamarind,sev,puffedrice,roastedpeanutsmoongphali"
5795,"mangopulppuree,dessicatedcoconut,condensedmilk,mixednuts,cardamompowderelaichi"
5796,"rolledoats,coconutflakes,watermelonseeds,sesameseedstilseeds,chocolatechips,peanutbutter,liondatessyrup"
5797,"brokenwheatdaliaodumairava,salt,sunfloweroil,ramflourbesan,onion,corianderdhanialeaves,greenchilli,salt,turmericpowderhaldi,cuminseedsjeera,ajwaincaromseeds,sunfloweroil,water,enosfruitsalt,sunfloweroil"
5798,"wholewheatflour,milk,sunfloweroil,castersugar,vanillaextract,bakinpowder,bakinsoda,cinnamonpowderdalchini,cocoapowder,chocolatechips,cinnamonpowderdalchini"
5799,"redmattarice,reenpeasmatar,cardamomelaichipodsseeds,inchcinnamonstickdalchini,bayleaftejpatta,cuminseedsjeera,salt,sugar,ghee"
5800,"sunfloweroil,cuminseedsjeera,mustardseeds,asafoetidahing,bayleavestejpatta,staranise,dryredchilli,cloveslaung,blackcardamombadielaichi,cardamomelaichipodsseeds,onion,inger,arlic,homemadetomatopuree,tomato,paneerhomemadecottagecheese,corianderdhanialeaves,redchillipowder,turmericpowderhaldi,corianderpowderdhania,arammasalapowder,salt,water"
5801,"apricots,sugar,saffronstrands,mixednuts"
5802,"orange,salt,sugar"
5803,"bonelesschickencubedbitesize,butter,sunfloweroil,delmontetandoorimayo,cuminpowderjeera,corianderpowderdhania,redchillipowder,turmericpowderhaldi,inger,arlic,lemonjuice,curddahiyogurt,salt,onion,tomatoes,water,turmericpowderhaldi,redchillipowder,corianderpowderdhania,cuminpowderjeera,inchinger,greenchilli,butter,sugar,delmontetandoorimayo,freshcream,sunfloweroil,corianderdhanialeaves,freshcream,butter"
5804,"bananastem,mustardseeds,whiteuraddal,greenchillies,wholeblackpeppercorns,spricurryleaves,turmericpowderhaldi,salt,sunfloweroil"
5805,"sweetcorn,hee,mustardseeds,asafoetidahing,spricurryleaves,greenchilli,coconutmilk,riceflour,blackpepperpowder,spricorianderdhanialeaves,salt"
5806,"purposeflourmaida,sugar,bakinpowder,salt,butter,wholeeggs,buttermilk,vanillaextract,peaches,sugar,cinnamonstickdalchini"
5807,"pohaflattenedrice,mustardseeds,cuminseedsjeera,spricurryleaves,onion,greenchillies,inchinger,carrotgajjar,reenbellpeppercapsicum,reenpeasmatar,roastedpeanutsmoongphali,turmericpowderhaldi,sugar,salt,lemonjuice,corianderdhanialeaves,figaropureoliveoil"
5808,"dosarice,freshcoconut,salt,onion,clovesarlic,mustardseeds,spricurryleaves,tamarindwater,salt,asafoetidahing,spricorianderdhanialeaves,corianderdhaniaseeds,methiseedsfenugreekseeds,cuminseedsjeera,whiteuraddal,dryredchillies,freshcoconut"
5809,"ridgeourdturaipeerkangai,ramflourbesan,riceflour,redchillipowder,turmericpowderhaldi,bakinsoda,salt,sunfloweroil"
5810,"puffedrice,sunfloweroil,mustardseeds,cuminseedsjeera,curryleaves,ginger,rawpeanutsmoongphali,onion,greenchillies,reenpeasmatar,turmericpowderhaldi,tomato,lemonjuice,corianderdhanialeaves,salt"
5811,"mango,milk,sugar"
5812,"elephantyamsuransenairatalu,mustardseeds,spricurryleaves,greenchilli,inchinger,clovesarlic,turmericpowderhaldi,redchillipowder,blackpepperpowder,salt"
5813,"wholewheatflour,wholewheatflour,instantoatsoatmeal,rajgiraflouramaranthflour,flaxseedpowderflaxmeal,bakinpowder,bakinsoda,brownsugardemerarasugar,dryfruits,walnuts,darkchocolatechips,sunfloweroil,wholeeggs,milk"
5814,"quinoa,water,salt,extravirginoliveoil,rosemary,greenbellpeppercapsicum,redbellpeppercapsicum,clovesarlic,salt,blackpepperpowder,lemonjuice,lemonjuice"
5815,"kulithdal,redchillies,gunturredchillies,spricurryleaves,tamarind,asafoetida,salt"
5816,"tomatoes,onions,carrotsgajjar,celery,clovesarlic,homemadetomatopuree,driedoregano,basilleaves,salt,blackpepperpowder,sugar,extravirginoliveoil"
5817,"driedfigs,dates,badamalmond,cashewnuts,walnuts,pistachios,raisins,ulkand,nutmepowder,hee,ediblesilverfoilleafchandikavark"
